"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"725","RT @hpscireland: Hospitalised cases of #influenza in Ireland have remained at a high level for eight weeks. Latest weekly seasonal #flu rep…",FALSE,0,NA,2018-03-01 15:47:12,FALSE,NA,"969237626199924736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dianelynch68",6,TRUE,FALSE,NA,NA
"726","RT @ECDC_Flu: How do #antivirals treat and protect against #influenza? See @ECDC_EU infographic for an answer: https://t.co/kOBZPNW0N1

#an…",FALSE,0,NA,2018-03-01 15:41:06,FALSE,NA,"969236093177606151",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LIFse",20,TRUE,FALSE,NA,NA
"727","RT @GMexico_oficial: #Copper does not allow the #flu virus to spread. 

Learn how via  

https://t.co/IqIuGbyNDl https://t.co/M6t51YN7f4",FALSE,0,NA,2018-03-01 15:34:08,FALSE,NA,"969234339153301504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","victor_avalosi",2,TRUE,FALSE,NA,NA
"728","The @FDACBER Vaccines and Related Biological Products Advisory Committee is meeting today to discuss selection of s… https://t.co/487C5eEH2U",FALSE,0,NA,2018-03-01 15:28:32,TRUE,NA,"969232930278080513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FDA_MCMi",0,FALSE,FALSE,NA,NA
"729","RT @theplaguemd: Patient with a bad cold. Is it really influenza infection? https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 15:20:15,FALSE,NA,"969230845239332865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BLOCKCHOC1",5,TRUE,FALSE,NA,NA
"730","Is there any overlap between seasonal influenza March and H7N9? Experts say two types of people should pay attention https://t.co/dmGCCF1Wsu",FALSE,0,NA,2018-03-01 15:15:46,FALSE,NA,"969229717864927234",NA,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","H7N9Influenza",1,FALSE,FALSE,NA,NA
"731","As of Feb. 1, officials from the Texas Department of State Health Services reported that more than 4,000 people hav… https://t.co/KCs4OuLSLT",FALSE,1,NA,2018-03-01 15:15:00,TRUE,NA,"969229523546812417",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DentonRC",0,FALSE,FALSE,NA,NA
"732","#Japan OK's New Drug, #Xofluza, That Kills #Flu #Virus in a Day https://t.co/tKnDsrP228 @Drugscom #fluvirus… https://t.co/FssWGotObX",FALSE,0,NA,2018-03-01 15:01:10,TRUE,NA,"969226042312359936",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PlexusVentures",0,FALSE,FALSE,NA,NA
"733","RT @wgcs_rural: News:  Poultry keepers reminded of the importance of biosecurity and to be vigilant for signs of Avian Flu following a find…",FALSE,0,NA,2018-03-01 14:49:13,FALSE,NA,"969223033813700608",NA,"<a href=""http://messaround4.co.uk"" rel=""nofollow"">labour_wales</a>","labour_wales",6,TRUE,FALSE,NA,NA
"734","RT @wgcs_rural: News:  Poultry keepers reminded of the importance of biosecurity and to be vigilant for signs of Avian Flu following a find…",FALSE,0,NA,2018-03-01 14:49:12,FALSE,NA,"969223032555343873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lesley4wrexham",6,TRUE,FALSE,NA,NA
"735","RT @emrek: Happy to see this coming out. ""Conjunction of factors triggering waves of seasonal influenza,"" w/longitudinal data, incl putativ…",FALSE,0,NA,2018-03-01 14:45:58,FALSE,NA,"969222218038292480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mjp39",7,TRUE,FALSE,NA,NA
"736","#Copper does not allow the #flu virus to spread. 

Learn how via  

https://t.co/IqIuGbyNDl https://t.co/M6t51YN7f4",FALSE,5,NA,2018-03-01 14:35:09,FALSE,NA,"969219496853626880",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GMexico_oficial",2,FALSE,FALSE,"-99.34405421","19.30784128"
"737","A flu vaccine that works against any seasonal or pandemic flu virus? It's closer than ever. NIAID's strategic plan… https://t.co/pAU68IVHtk",FALSE,2,NA,2018-03-01 14:27:44,TRUE,NA,"969217628165287936",NA,"<a href=""https://www.whitehouse.gov/"" rel=""nofollow"">WH Digital</a>","WHOSTP",1,FALSE,FALSE,NA,NA
"738","RT @Karl_E_B: $NVAX $nvax Current egg-based #influenza #vaccines have a very poor protection this season.  Time for change, as @NovavaxInc…",FALSE,0,NA,2018-03-01 14:20:07,FALSE,NA,"969215711666163712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","truthwinged",1,TRUE,FALSE,NA,NA
"739","$NVAX $nvax Current egg-based #influenza #vaccines have a very poor protection this season.  Time for change, as… https://t.co/u0rq2wXN2o",FALSE,1,NA,2018-03-01 14:18:09,TRUE,NA,"969215214964142081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Karl_E_B",1,FALSE,FALSE,NA,NA
"740","Deadly #flu season gives drugmakers sense of urgency in the war on the ever-mutating influenza virus.… https://t.co/1exShaVkf2",FALSE,0,NA,2018-03-01 14:15:31,TRUE,NA,"969214552700309505",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kathleenhayden",0,FALSE,FALSE,NA,NA
"741","Influenza, or flu, is a respiratory illness caused by a virus. Flu is highly contagious and is normally spread by t… https://t.co/VJXqVucukF",FALSE,0,NA,2018-03-01 14:07:02,TRUE,NA,"969212419468877825",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LakewoodUrgent",0,FALSE,FALSE,NA,NA
"742","US - California: 283 flu deaths have occurred in San Diego county this season https://t.co/WKijxqZft5 @RonanKelly13",FALSE,0,NA,2018-03-01 14:06:11,FALSE,NA,"969212204594671616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FluTrackers",3,FALSE,FALSE,NA,NA
"743","RT @wgcs_rural: News:  Poultry keepers reminded of the importance of biosecurity and to be vigilant for signs of Avian Flu following a find…",FALSE,0,NA,2018-03-01 14:04:03,FALSE,NA,"969211670445862914",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ianjamesjohnson",6,TRUE,FALSE,NA,NA
"744","RT @wgcs_rural: News:  Poultry keepers reminded of the importance of biosecurity and to be vigilant for signs of Avian Flu following a find…",FALSE,0,NA,2018-03-01 13:55:50,FALSE,NA,"969209599898382337",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CVOWales",6,TRUE,FALSE,NA,NA
"745","News:  Poultry keepers reminded of the importance of biosecurity and to be vigilant for signs of Avian Flu followin… https://t.co/izGVSrazww",FALSE,4,NA,2018-03-01 13:54:03,TRUE,NA,"969209153465012225",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","wgcs_rural",6,FALSE,FALSE,NA,NA
"746","RT @theplaguemd: Is ot the flu or just commom cold? #influenza https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 13:46:33,FALSE,NA,"969207262878359552",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","RapidfireEMS",3,TRUE,FALSE,NA,NA
"747","Is ot the flu or just commom cold? #influenza https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 13:45:14,FALSE,NA,"969206934850146304",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","theplaguemd",3,FALSE,FALSE,NA,NA
"748","RT @ECDC_Flu: How do #antivirals treat and protect against #influenza? See @ECDC_EU infographic for an answer: https://t.co/kOBZPNW0N1

#an…",FALSE,0,NA,2018-03-01 13:02:02,FALSE,NA,"969196062601867265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrAlan_Smithy",20,TRUE,FALSE,NA,NA
"749","Is this tweet written for or porcine relatives? Otherwise, I think you mean influenza H1N1 *human* seasonal influen… https://t.co/lZouaHpGtJ",FALSE,1,NA,2018-03-01 12:47:19,TRUE,NA,"969192358767022080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MackayIM",0,FALSE,FALSE,NA,NA
"750","RT @theplaguemd: Patient with a bad cold. Is it really influenza infection? https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 12:29:52,FALSE,NA,"969187965128925184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrNaWaRi",5,TRUE,FALSE,NA,NA
"751","RT @RonanKelly13: USA: #Influenza season in decline, but newly reported fatalities from (tot) Texas (209), California (594), Montana (33),…",FALSE,0,NA,2018-03-01 12:24:57,FALSE,NA,"969186729285517312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FluTrackers",2,TRUE,FALSE,NA,NA
"752","RT @MicrobesInfect: After a deadly year in the Northern Hemisphere, the race to outsmart an ever-mutating #flu virus

https://t.co/9IM9Nsxy…",FALSE,0,NA,2018-03-01 12:24:32,FALSE,NA,"969186622913810433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Truganic1",10,TRUE,FALSE,NA,NA
"753","RT @theplaguemd: Patient with possible influenza infection https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 12:24:29,FALSE,NA,"969186611874299904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jezzikadee",9,TRUE,FALSE,NA,NA
"754","New flu drug approved in Japan that aims to stop the virus within one day. One dose of the medication, called Xoflu… https://t.co/eCCjzfW5bR",FALSE,0,NA,2018-03-01 12:11:01,TRUE,NA,"969183224097361920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","emmascp",0,FALSE,FALSE,NA,NA
"755","RT @sanofipasteur: WHO recommends the virus strains to be included in #influenza vaccines for the 2018-19 Northern Hemisphere flu season ht…",FALSE,0,NA,2018-03-01 12:05:15,FALSE,NA,"969181771274256384",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","afro1083",13,TRUE,FALSE,NA,NA
"756","RT @theplaguemd: Patient with a bad cold. Is it really influenza infection? https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 11:55:12,FALSE,NA,"969179243170197504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JemmaOwen1",5,TRUE,FALSE,NA,NA
"757","RT @theplaguemd: Patient with a bad cold. Is it really influenza infection? https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 11:46:16,FALSE,NA,"969176992229806080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ccpractitioner",5,TRUE,FALSE,NA,NA
"758","What You Should Know for the 2017-2018 Influenza Season https://t.co/JaAoLzzP8U via @CDCgov   
If you had the flu o… https://t.co/TSkg9eXCUQ",FALSE,0,NA,2018-03-01 11:28:59,TRUE,NA,"969172642845659136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reneerenee707",0,FALSE,FALSE,NA,NA
"759","Researchers have developed a universal vaccine to combat influenza A viruses that produces long-lasting immunity in… https://t.co/YohvSXLrYR",FALSE,0,NA,2018-03-01 11:18:59,TRUE,NA,"969170126040842240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vaccines12",0,FALSE,FALSE,NA,NA
"760","RT @theplaguemd: Patient with a bad cold. Is it really influenza infection? https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 11:17:55,FALSE,NA,"969169858188505088",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","RapidfireEMS",5,TRUE,FALSE,NA,NA
"761","Patient with a bad cold. Is it really influenza infection? https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,4,NA,2018-03-01 11:15:11,FALSE,NA,"969169171018809345",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","theplaguemd",5,FALSE,FALSE,NA,NA
"762","RT @theplaguemd: Patient with possible influenza infection https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 11:05:06,FALSE,NA,"969166634819735553",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sgdambrauskas",9,TRUE,FALSE,NA,NA
"763","Why the Flu Makes You Feel So Miserable Most of influenza's misery is caused by the human body itself, or more prec… https://t.co/9pZApXDDDa",FALSE,0,NA,2018-03-01 11:04:15,TRUE,NA,"969166419580645376",NA,"<a href=""http://www.rssground.com/"" rel=""nofollow"">RSSGround</a>","World_Health_Be",0,FALSE,FALSE,NA,NA
"764","USA: #Influenza season in decline, but newly reported fatalities from (tot) Texas (209), California (594), Montana… https://t.co/F5c2ebvIFQ",FALSE,0,NA,2018-03-01 11:01:42,TRUE,NA,"969165778317692928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonanKelly13",2,FALSE,FALSE,NA,NA
"765","RT @AImmunisation: Low uptake of seasonal influenza vaccination in Europe may jeopardise capacity to protect people in next pandemic https:…",FALSE,0,NA,2018-03-01 10:41:57,FALSE,NA,"969160809183137792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GCheccucciLisi",12,TRUE,FALSE,NA,NA
"766","RT @AImmunisation: Low uptake of seasonal influenza vaccination in Europe may jeopardise capacity to protect people in next pandemic https:…",FALSE,0,NA,2018-03-01 10:04:04,FALSE,NA,"969151274599047169",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VaccinesToday",12,TRUE,FALSE,NA,NA
"767","The Influenza virus changes rapidly. Staying up-to-date with your flu shots is the best way to prevent the disease.… https://t.co/CiI1gnAimz",FALSE,0,NA,2018-03-01 10:00:42,TRUE,NA,"969150428163334144",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MyTravelVaccine",0,FALSE,FALSE,NA,NA
"768","RT @theplaguemd: Patient with possible influenza infection https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 09:13:10,FALSE,NA,"969138466821955584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sulaiman1403",9,TRUE,FALSE,NA,NA
"769","RT @WURbvr: We identified the #BirdFlu #AvianInfluenza on a poultry farm in Oldekerk #NL as the highly pathogenic #H5N6 virus. https://t.co…",FALSE,0,NA,2018-03-01 08:59:42,FALSE,NA,"969135075366506496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WURlivestock",6,TRUE,FALSE,NA,NA
"770","RT @InfluResViruses: Effects of seasonal and pandemic influenza on health-related quality of life, work and school absence in England: Resu…",FALSE,0,NA,2018-03-01 08:56:49,FALSE,NA,"969134350238351360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SmedSorensenLab",5,TRUE,FALSE,NA,NA
"771","RT @theplaguemd: Patient with possible influenza infection https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 08:52:00,FALSE,NA,"969133140601200641",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","youngEMaustria",9,TRUE,FALSE,NA,NA
"772","RT @theplaguemd: Patient with possible influenza infection https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 08:49:22,FALSE,NA,"969132475778662400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Aprilliadiyahh",9,TRUE,FALSE,NA,NA
"773","RT @theplaguemd: Patient with possible influenza infection https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 08:24:22,FALSE,NA,"969126183429386242",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","clifford0584",9,TRUE,FALSE,NA,NA
"774","RT @theplaguemd: Patient with possible influenza infection https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 08:22:46,FALSE,NA,"969125782151974912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dogg_Vader",9,TRUE,FALSE,NA,NA
"775","RT @ECDC_Flu: How do #antivirals treat and protect against #influenza? See @ECDC_EU infographic for an answer: https://t.co/kOBZPNW0N1

#an…",FALSE,0,NA,2018-03-01 08:17:54,FALSE,NA,"969124556987338753",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ulss_Euganea",20,TRUE,FALSE,NA,NA
"776","RT @theplaguemd: Patient with possible influenza infection https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,0,NA,2018-03-01 08:08:53,FALSE,NA,"969122289827672070",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","RapidfireEMS",9,TRUE,FALSE,NA,NA
"777","Patient with possible influenza infection https://t.co/zpV7803ar0 #foam #foamed #foamcc #foamems #USMLE",FALSE,5,NA,2018-03-01 08:05:10,FALSE,NA,"969121354439151616",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","theplaguemd",9,FALSE,FALSE,NA,NA
"778","Chasing Seasonal Influenza — The Need for a Universal Influenza Vaccine
https://t.co/JXjiGx5wLI https://t.co/SzbONAuxQP",FALSE,0,NA,2018-03-01 07:58:43,FALSE,NA,"969119731243298816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MCEConferences1",0,FALSE,FALSE,NA,NA
"779","RT @hpscireland: Hospitalised cases of #influenza in Ireland have remained at a high level for eight weeks. Latest weekly seasonal #flu rep…",FALSE,0,NA,2018-03-01 07:13:53,FALSE,NA,"969108445675835392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Noreen_Spillane",6,TRUE,FALSE,NA,NA
"780","RT @ECDC_Flu: How do #antivirals treat and protect against #influenza? See @ECDC_EU infographic for an answer: https://t.co/kOBZPNW0N1

#an…",FALSE,0,NA,2018-03-01 07:08:26,FALSE,NA,"969107074444611584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GCheccucciLisi",20,TRUE,FALSE,NA,NA
"781","RT @InfluResViruses: Effects of seasonal and pandemic influenza on health-related quality of life, work and school absence in England: Resu…",FALSE,0,NA,2018-03-01 06:37:42,FALSE,NA,"969099342261911553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catera_roma",5,TRUE,FALSE,NA,NA
"782","RT @theplaguemd: Seasonal influenza https://t.co/zpV7803ar0 when to suspect it? #foam #foamed #foamems #foamcc",FALSE,0,NA,2018-03-01 06:31:07,FALSE,NA,"969097685134430208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","L_Federowicz",5,TRUE,FALSE,NA,NA
"783","RT @sanofipasteur: Centre for Health Protection says the #influenza is viral, not bacterial, and can’t be treated with antibiotics
https://…",FALSE,0,NA,2018-03-01 06:14:17,FALSE,NA,"969093449013219328",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AlsinaMier",3,TRUE,FALSE,NA,NA
"784","RT @sanofipasteur: Centre for Health Protection says the #influenza is viral, not bacterial, and can’t be treated with antibiotics
https://…",FALSE,0,NA,2018-03-01 05:04:46,FALSE,NA,"969075955137474560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","obinna_chuks",3,TRUE,FALSE,NA,NA
"785","RT @DrKhouryCDC: Learn how CDC is using genome sequencing to better characterize influenza virus. https://t.co/kzjbXHyfdC https://t.co/4AXR…",FALSE,0,NA,2018-03-01 04:36:26,FALSE,NA,"969068823251955714",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","getliquidized",23,TRUE,FALSE,NA,NA
"786","RT @TheAgenda: ""Probably about 3,500 people a year die from flu in Canada and a lot of those deaths are hidden and that’s from seasonal inf…",FALSE,0,NA,2018-03-01 04:21:50,FALSE,NA,"969065149708476417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pamsethi_",7,TRUE,FALSE,NA,NA
"787","RT @MicrobesInfect: After a deadly year in the Northern Hemisphere, the race to outsmart an ever-mutating #flu virus

https://t.co/9IM9Nsxy…",FALSE,0,NA,2018-03-01 03:11:58,FALSE,NA,"969047565999239168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EndingInfection",10,TRUE,FALSE,NA,NA
"788","RT @MicrobesInfect: After a deadly year in the Northern Hemisphere, the race to outsmart an ever-mutating #flu virus

https://t.co/9IM9Nsxy…",FALSE,0,NA,2018-03-01 03:06:48,FALSE,NA,"969046266750660608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CurisSystem",10,TRUE,FALSE,NA,NA
"789","RT @MicrobesInfect: After a deadly year in the Northern Hemisphere, the race to outsmart an ever-mutating #flu virus

https://t.co/9IM9Nsxy…",FALSE,0,NA,2018-03-01 01:22:05,FALSE,NA,"969019912453787648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kyana_stewart",10,TRUE,FALSE,NA,NA
"790","RT @emrek: Happy to see this coming out. ""Conjunction of factors triggering waves of seasonal influenza,"" w/longitudinal data, incl putativ…",FALSE,0,NA,2018-03-01 00:25:54,FALSE,NA,"969005775828979712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BartAndrews",7,TRUE,FALSE,NA,NA
"791","RT @theplaguemd: Seasonal influenza https://t.co/zpV7803ar0 when to suspect it? #foam #foamed #foamems #foamcc",FALSE,0,NA,2018-03-01 00:12:27,FALSE,NA,"969002390371254272",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","shayne_akl",5,TRUE,FALSE,NA,NA
"792","RT @theplaguemd: Seasonal influenza https://t.co/zpV7803ar0 when to suspect it? #foam #foamed #foamems #foamcc",FALSE,0,NA,2018-02-28 23:55:08,FALSE,NA,"968998033529679872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","msAleflores",5,TRUE,FALSE,NA,NA
"793","RT @theplaguemd: Seasonal influenza https://t.co/zpV7803ar0 when to suspect it? #foam #foamed #foamems #foamcc",FALSE,0,NA,2018-02-28 23:38:29,FALSE,NA,"968993839590539264",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","RapidfireEMS",5,TRUE,FALSE,NA,NA
"794","Seasonal influenza https://t.co/zpV7803ar0 when to suspect it? #foam #foamed #foamems #foamcc",FALSE,5,NA,2018-02-28 23:36:03,FALSE,NA,"968993229550051328",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","theplaguemd",5,FALSE,FALSE,NA,NA
"795","RT @MicrobesInfect: After a deadly year in the Northern Hemisphere, the race to outsmart an ever-mutating #flu virus

https://t.co/9IM9Nsxy…",FALSE,0,NA,2018-02-28 23:19:13,FALSE,NA,"968988994225676294",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scigirl2010",10,TRUE,FALSE,NA,NA
"796","RT @pewhealth: Between 291,000 and 646,000 people worldwide die from seasonal influenza-related respiratory illnesses each year, according…",FALSE,0,NA,2018-02-28 23:10:30,FALSE,NA,"968986800369827844",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HuebnerJohannes",1,TRUE,FALSE,NA,NA
"797","Between 291,000 and 646,000 people worldwide die from seasonal influenza-related respiratory illnesses each year, a… https://t.co/BE8fH5Al7L",FALSE,0,NA,2018-02-28 22:53:00,TRUE,NA,"968982397093122049",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","pewhealth",1,FALSE,FALSE,NA,NA
"798","RT @hpscireland: Hospitalised cases of #influenza in Ireland have remained at a high level for eight weeks. Latest weekly seasonal #flu rep…",FALSE,0,NA,2018-02-28 22:39:34,FALSE,NA,"968979012822462469",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HSEImm",6,TRUE,FALSE,NA,NA
"799","RT @hpscireland: Hospitalised cases of #influenza in Ireland have remained at a high level for eight weeks. Latest weekly seasonal #flu rep…",FALSE,0,NA,2018-02-28 22:38:46,FALSE,NA,"968978811726585856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CillianDeGascun",6,TRUE,FALSE,NA,NA
"800","RT @emrek: Happy to see this coming out. ""Conjunction of factors triggering waves of seasonal influenza,"" w/longitudinal data, incl putativ…",FALSE,0,NA,2018-02-28 22:37:20,FALSE,NA,"968978452769513472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chris_brockett",7,TRUE,FALSE,NA,NA
"801","RT @MicrobesInfect: After a deadly year in the Northern Hemisphere, the race to outsmart an ever-mutating #flu virus

https://t.co/9IM9Nsxy…",FALSE,0,NA,2018-02-28 22:29:46,FALSE,NA,"968976546454175744",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Jpdavi4",10,TRUE,FALSE,NA,NA
"802","RT @ECDC_Flu: How do #antivirals treat and protect against #influenza? See @ECDC_EU infographic for an answer: https://t.co/kOBZPNW0N1

#an…",FALSE,0,NA,2018-02-28 22:21:52,FALSE,NA,"968974559444635651",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AudeBlanch",20,TRUE,FALSE,NA,NA
"803","RT @MicrobesInfect: After a deadly year in the Northern Hemisphere, the race to outsmart an ever-mutating #flu virus

https://t.co/9IM9Nsxy…",FALSE,0,NA,2018-02-28 22:16:46,FALSE,NA,"968973276847460352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MASP1982",10,TRUE,FALSE,NA,NA
"804","RT @MicrobesInfect: After a deadly year in the Northern Hemisphere, the race to outsmart an ever-mutating #flu virus

https://t.co/9IM9Nsxy…",FALSE,0,NA,2018-02-28 22:15:43,FALSE,NA,"968973011868176393",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mike_lustgarten",10,TRUE,FALSE,NA,NA
"805","CDC Flu Report: … that influenza activity is still on the rise overall. In fact, we may be on track to beat some re… https://t.co/3BqvaZo8Gz",FALSE,1,NA,2018-02-28 22:15:14,TRUE,NA,"968972892661743617",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MRSAaid",0,FALSE,FALSE,NA,NA
